,text,label,category,original_text,target
2578,donate now and help victims of #hurricaneharvey   and  will match contributions up to $1 million,rescue_volunteering_or_donation_effort,noneq_nonnum,Donate now and help victims of #HurricaneHarvey. @AARP &amp; @AARPCares will match contributions up to $1 Million:,0
2579,thank you mexico for doing what the agent orange will never do  can you help us #impeachtrumpnow   #theresistance,sympathy_and_support,noneq_nonnum,Thank you Mexico for doing what the Agent Orange will NEVER do! Can you help us #ImpeachTrumpNow . 😂 #TheResistance 💜,0
2580,a 7.8 magnitude earthquake struck new zealand early monday morning  at least two have been confirmed dead,injured_or_dead_people,eq_num,A 7.8 magnitude earthquake struck New Zealand early Monday morning. At least two have been confirmed dead.,1
2581,at least 115 people killed in mozambique  malawi #southafrica after heavy rains affected 843 000 people across southeast #africa  officials and the un said  prompting calls for emergency aid   considering a response  #cycloneidai,injured_or_dead_people,noneq_num,"At least 115 people killed in Mozambique, Malawi #SouthAfrica after heavy rains affected 843 000 people across southeast #Africa, officials and the UN said, prompting calls for emergency aid. @OxfaminSAFs considering a response. #CycloneIdai",0
2582,claim florida gov  rick scott injured in irma recovery is fake,injured_or_dead_people,noneq_num,Claim Florida Gov. Rick Scott injured in Irma recovery is fake -,0
2583,death toll in #italyearthquake rises to at least 120  prime minister matteo renzi says,injured_or_dead_people,eq_num,"RT @CNN: Death toll in #ItalyEarthquake rises to at least 120, Prime Minister Matteo Renzi says",1
2584,earthquake kills 272 along devastated ecuador coast #pakistan #news,injured_or_dead_people,eq_num,Earthquake kills 272 along devastated Ecuador coast  #Pakistan #News,1
2585,#mexico #quake #death toll jumps past #200 1f,injured_or_dead_people,eq_num,#Mexico #quake #death toll jumps past #200   ὤ1ὤF,1
2586,flooding  #montgomerycounty #maryland i 495 at route 29 end of the ramp merge lane to 495 flooded causing vehicles to swerve out onto 495 without merging,caution_and_advice,noneq_nonnum,FLOODING: #MontgomeryCounty #Maryland I-495 at Route 29 end of the ramp merge lane to 495 flooded causing vehicles to swerve out onto 495 Without merging,0
2587,prayers for the victims of ecuador earthquake from pakistan,sympathy_and_support,eq_nonnum,Prayers for the victims of Ecuador Earthquake from Pakistan.,0
2588,#thehellenicinitiative responds to greek wildfires accountable  transparent  responsible  click here to donate to this greece wildfire relief fund  gt  please share with everyone you know  #olimazi,rescue_volunteering_or_donation_effort,noneq_nonnum,"#TheHellenicInitiative responds to Greek wildfires — Accountable, Transparent, Responsible. Click here to donate to THIs Greece Wildfire Relief Fund &gt;  Please share with everyone you know. #OliMazi",0
2589,all of puerto rico has lost power after hurricane maria  the storm killed at least 9 people in caribbean islands,injured_or_dead_people,noneq_num,All of Puerto Rico has lost power after Hurricane Maria. The storm killed at least 9 people in Caribbean islands.,0
2590,marc anthony and jennifer lopez are raising money for victims of hurricanes and the recent earthquake in mexico,rescue_volunteering_or_donation_effort,eq_nonnum,RT @CBSNews: Marc Anthony and Jennifer Lopez are raising money for victims of hurricanes and the recent earthquake in Mexico: /,0
2591,death toll in #ecuadorearthquake rises to 272  desperate search for survivors,injured_or_dead_people,eq_num,RT @nycjim: Death toll in #EcuadorEarthquake rises to 272; desperate search for survivors.,1
2592,sad horrific news coming out of italy after a massive earthquake hit them prayers for the beautiful people of the #italyeart,sympathy_and_support,eq_nonnum,RT @NikkiSixx: Sad horrific news coming out of Italy after a massive earthquake hit them.Prayers for the beautiful people of the #ItalyEart,0
2593,you can support people impacted by #harvey  donate at or text harvey to 90999 to make a $10 donation  #dayofgiving,rescue_volunteering_or_donation_effort,noneq_nonnum,"You can support people impacted by #Harvey, donate at  or text HARVEY” to 90999 to make a $10 donation. #DayOfGiving",0
2594,breaking  ecuador earthquake death toll climbs to 233  president says,injured_or_dead_people,eq_num,"RT @NBCNews: BREAKING: Ecuador earthquake death toll climbs to 233, president says",1
2595,more on  #ecuador #earthquake of 7.8 magnitude kills dozens  via,injured_or_dead_people,eq_num,RT @EuroGeosciences: More on: #Ecuador #earthquake of 7.8 magnitude kills dozens. Via @BBCScienceNews  /,1
2596,keeping track getting more and more confusing as numbers rise  but between 44 and 56 deaths from #harvey by my count,injured_or_dead_people,noneq_num,"Keeping track getting more and more confusing as numbers rise, but between 44 and 56 deaths from #Harvey by my count",0
2597,marlborough area road damage #eqnz  josh,infrastructure_and_utility_damage,eq_nonnum,RT @LifeFM: Marlborough area road damage #eqnz -Josh,0
2598,2nd shipment packed and ready to go to houston for hurricane harvey victims  amazing support from shadow ridge thanks,rescue_volunteering_or_donation_effort,noneq_nonnum,2nd shipment packed &amp; ready to go to Houston for Hurricane Harvey victims. Amazing support from Shadow Ridge thanks!,0
2599,#italyearthquake the number has risen to 250 people dead and 360 wounded   devastating 4,injured_or_dead_people,eq_num,RT @milossofia: @milossofia #ItalyEarthquake the number has risen to 250 people dead and 360 wounded . Devastating Ὁ4,1
2600,first pictures of three brits killed in italian earthquake #prayforitaly,injured_or_dead_people,eq_num,RT @1catherinesiena: First pictures of three Brits killed in Italian earthquake  #PrayforItaly,1
2601,set out to raise $200k for #hurricaneharvey victims  hes at $4.1 million and counting,rescue_volunteering_or_donation_effort,noneq_nonnum,.@JJWatt set out to raise $200K for #HurricaneHarvey victims. Hes at $4.1 million and counting.,0
2602,officials said harvey is the worst texas storm since 1961  carla spawned 18 tornadoes and killed 46 people,injured_or_dead_people,noneq_num,RT @nbcwashington: Officials said Harvey is the worst Texas storm since 1961. Carla spawned 18 tornadoes and killed 46 people.,0
2603,my thoughts are with all the people affected by the earthquake yesterday and 2 weeks ago in mexico,sympathy_and_support,eq_nonnum,My thoughts are with all the people affected by the earthquake yesterday and 2 weeks ago in Mexico.,0
2604,$epe  ep energys eagle ford assets have not experienced any damage from weather relating to hurricane harvey,infrastructure_and_utility_damage,noneq_nonnum,$EPE: EP Energys Eagle Ford assets have not experienced any damage from weather relating to Hurricane Harvey,0
2605,#death #toll irmas death toll rises to 4 in st  maarten   fox 35 orlando  fox 35 orlando irmas death toll rises,injured_or_dead_people,noneq_num,#DEATH #TOLL Irmas death toll rises to 4 in St. Maarten - Fox 35 Orlando: Fox 35 Orlando Irmas death toll rises,0
2606,greece counts the cost of its deadliest wildfires in living memory  as emergency crews searched incinerated homes and vehicles for the missing after at least 81 people were confirmed to have died,injured_or_dead_people,noneq_num,"Greece counts the cost of its deadliest wildfires in living memory, as emergency crews searched incinerated homes and vehicles for the missing after at least 81 people were confirmed to have died",0
2607,death toll soars after 7.8 magnitude earthquake strikes ecuador  apr 17  2016  9:52 am et a magnitude 7.8 eart,injured_or_dead_people,eq_num,"Death toll soars after 7.8-magnitude earthquake strikes Ecuador: Apr 17, 2016; 9:52 AM ET A magnitude-7.8 eart",1
2608,the president of ecuador says 233 people have died after a magnitude 7.8 earthquake struck the northwest of the country,injured_or_dead_people,eq_num,RT @SkyNewsBreak: The president of Ecuador says 233 people have died after a magnitude 7.8 earthquake struck the northwest of the country,1
2609,#cycloneidaiupdate the first death from cholera has been confirmed in the cyclone hit port city of beira  with cases of the disease almost doubling in mozambique in the past 24 hours  health officials say   source bbc news,injured_or_dead_people,noneq_num,"#CycloneIdaiUpdate The first death from Cholera has been confirmed in the cyclone-hit port city of Beira, with cases of the disease almost doubling in Mozambique in the past 24 hours, health officials say. (Source:BBC News)",0
2610,#bcnews fort st  john fire wildfire safety update,other_relevant_information,noneq_nonnum,#BCnews Fort St. John fire wildfire safety update,0
2611,ag urges virginians to use caution when donating to #harvey relief,rescue_volunteering_or_donation_effort,noneq_nonnum,AG urges Virginians to use caution when donating to #Harvey relief:,0
2612,#italian restaurants rally behind #amatrices famous dish to raise money for #italyearthquake victims #eatforitaly,rescue_volunteering_or_donation_effort,eq_nonnum,RT @niaforg: #Italian restaurants rally behind #Amatrices famous dish to raise money for #ItalyEarthquake victims #eatforitaly,0
2613,puente mejia in ecuadors coastal province of manabi  one of earthquake affected areas,other_relevant_information,eq_nonnum,"RT @telesurenglish: Puente Mejia in Ecuadors coastal province of Manabi, one of earthquake-affected areas  /",0
2614,dear  if i pass you some links so you can would you do it  its for mexico and helping the victims of the earthquake,rescue_volunteering_or_donation_effort,eq_nonnum,Dear @Onision if I pass you some links so you can RT would you do it? Its for Mexico and helping the victims of the earthquake.,0
2615,breaking  italian officials say the death toll from #italyearthquake has risen to 120 people htt,injured_or_dead_people,eq_num,RT @fox28columbus: BREAKING: Italian officials say the death toll from #ItalyEarthquake has risen to 120 people  htt,1
2616,earthquake kills 77  injures scores in ecuador  vice president jorge glas says an earthquake has killed at lea,injured_or_dead_people,eq_num,"Earthquake Kills 77, Injures Scores In Ecuador: Vice President Jorge Glas says an earthquake has killed at lea",1
2617,this is for everyone not personally affected by #harvey  i survived a nz earthquake that killed 185 people  please learn from disasters,caution_and_advice,noneq_nonnum,This is for everyone NOT personally affected by #Harvey. I survived a NZ earthquake that killed 185 people. PLEASE learn from disasters.,0
2618,classified  david myles donate proceeds from song to fort mcmurray wildfire relief,rescue_volunteering_or_donation_effort,noneq_nonnum,"Classified, David Myles donate proceeds from song to Fort McMurray wildfire relief",0
2619,#breaking death toll in #ecuador quake now 413,injured_or_dead_people,eq_num,#BREAKING Death toll in #Ecuador quake now 413.,1
2620,three shelters accepting new evacuees in collier ahead of #hurricaneirma,displaced_people_and_evacuations,noneq_nonnum,Three shelters accepting new evacuees in Collier ahead of #HurricaneIrma.,0
2621,devastating wildfires in greece kill 60 while dozens stranded on the beach watched their homes burn #greece #news,injured_or_dead_people,noneq_num,Devastating wildfires in Greece kill 60 while dozens stranded on the beach watched their homes burn  #Greece #news,0
2622,we are thrilled to have  volunteering with us today  theyre sorting dry food that will be distributed later today  #irma,rescue_volunteering_or_donation_effort,noneq_nonnum,We are thrilled to have @JAXSPORTS_ volunteering with us today! Theyre sorting dry food that will be distributed later today. #Irma,0
2623,1 dead 14 injured   hurricane harvey in rockport tx  at least one person died from harvey in the #texasbreakingnews,injured_or_dead_people,noneq_num,1-Dead 14-Injured - Hurricane Harvey In Rockport TX: At least one person died from Harvey in the  #TexasBreakingNews,0
2624,death toll from maria likely to exceed 100 in puerto rico  but true toll may never be known,injured_or_dead_people,noneq_num,"Death toll from Maria likely to exceed 100 in Puerto Rico, but true toll may never be known.",0
2625,ecuador earthquake  death toll rises to 233  rescue teams race to find survivors after 7.8 magnitude t #ajnews,injured_or_dead_people,eq_num,Ecuador earthquake: Death toll rises to 233: Rescue teams race to find survivors after 7.8-magnitude t  #AJNews,1
2626,#cycloneidai is said to have claimed more than 700 lives and caused unprecedented destruction  as south africans  we must reach out to our neighbours  many of whom will become refugees  we must help them regain a sense of home   #mozambique #zimbabwe #malawi #africaunite,sympathy_and_support,noneq_nonnum,"#CycloneIdai is said to have claimed more than 700 lives and caused unprecedented destruction. As South Africans, we must reach out to our neighbours, many of whom will become refugees. We must help them regain a sense of home. @Refugees #Mozambique #zimbabwe #malawi #africaunite",0
2627,friends around the world  ecuador is going through one of the most difficult times of its history we are in desperate need of your help,requests_or_urgent_needs,eq_nonnum,Friends around the world: Ecuador is going through one of the most difficult times of its history ¡we are in desperate need of your help!,0
2628,#ecuador struck by deadly earthquake  news reports coming in of loss of life and destruction,injured_or_dead_people,eq_num,RT @HelenClarkUNDP: #Ecuador struck by deadly earthquake: news reports coming in of loss of life &amp; destruction. @PNUDEcuador @UNDPLAC,1
2629,thoughts and prayers to the people of #ecuadorearthquake   massive 7.8 hit,sympathy_and_support,eq_nonnum,RT @JSFillmore: Thoughts and prayers to the people of #EcuadorEarthquake - massive 7.8 hit.,0
2630,harvey breaks rainfall record  houston imposes a curfew and death toll climbs to 18 #insuranceclaims #harvey,injured_or_dead_people,noneq_num,"Harvey breaks rainfall record, Houston imposes a curfew and death toll climbs to 18  #insuranceclaims #harvey",0
2631,forget the football players  the people of puerto rico need our help  man up and be the president for all,other_relevant_information,noneq_nonnum,@realDonaldTrump Forget the football players; the people of Puerto Rico need our help. Man up and be the president for all.,0
2632,death toll from #italyearthquake rises to 267  nearly 400 injured  said the countys civil protection department,injured_or_dead_people,eq_num,"RT @cctvnews: Death toll from #ItalyEarthquake rises to 267, nearly 400 injured, said the county’s civil protection department",1
2633,yeses  about 1000 people feared dead from the mozambique cyclone  jesus m,injured_or_dead_people,noneq_num,Yeses. About 1000 people feared dead from the Mozambique cyclone. Jesus.m,0
2634,glass breaks off a building after a 7.1 magnitude earthquake struck mexico city  killing more than 100 people,injured_or_dead_people,eq_num,"Glass breaks off a building after a 7.1-magnitude earthquake struck Mexico City, killing more than 100 people",1
2635,other schools around the state are also being used as emergency shelters  #irma,other_relevant_information,noneq_nonnum,Other schools around the state are also being used as emergency shelters @wis10 #Irma,0
2636,cant stop watching the news on #hurricaneirma  my heart is breaking for all the people who have already been   will be affected,other_relevant_information,noneq_nonnum,Cant stop watching the news on #HurricaneIrma. My heart is breaking for all the people who have already been / will be affected. 💔🙏🏼,0
2637,necker and whole area completely devastated  thoughts with everyone affected by hurricane #irma  thanks for support,sympathy_and_support,noneq_nonnum,Necker &amp; whole area completely devastated. Thoughts with everyone affected by Hurricane #Irma. Thanks for support,0
2638,ecuador declares state of emergency in six provinces after powerful earthquake kills at least 28 people,injured_or_dead_people,eq_num,RT @BBCBreaking: Ecuador declares state of emergency in six provinces after powerful earthquake kills at least 28 people,1
2639,120  have been killed and 368 injured in an earthquake that hit a mountainous area of central italy,injured_or_dead_people,eq_num,RT @CMAinCanada: 120+ have been killed and 368 injured in an earthquake that hit a mountainous area of central Italy.,1
2640,#tsunami warning #newzealand #quake more than 50 aftershocks since 7.1 #earthquake,caution_and_advice,eq_nonnum,#Tsunami Warning #NewZealand #Quake More Than 50 Aftershocks Since 7.1 #Earthquake,0
2641,terrible #earthquake in the center of #italy for us today is a day of national #mourning please #prayforitaly thanks,sympathy_and_support,eq_nonnum,@jason_mraz terrible #earthquake in the center of #Italy for us today is a day of national #mourning please #PrayForItaly thanks,0
2642,death toll from a powerful earthquake in ecuador rises to 238 #marketing #socialmedia and #random #news,injured_or_dead_people,eq_num,Death toll from a powerful earthquake in Ecuador rises to 238  #marketing #socialmedia &amp; #random #news,1
2643,impact of hurricane harvey  houston floods felt by detroit tigers click below for full story,other_relevant_information,noneq_nonnum,"Impact of Hurricane Harvey, Houston floods felt by Detroit Tigers CLICK BELOW FOR FULL STORY",0
2644,breaking  in new zealand  two people confirmed dead due to another christchurch earthquake  tsunamis are possible,injured_or_dead_people,eq_num,"BREAKING: In New Zealand, Two people confirmed dead due to ANOTHER Christchurch Earthquake. Tsunamis are possible.",1
2645,uncle in the kaikoura hospital that there are many people there  he is helping where he can  no pictures of the damage,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @lou_gordongreen: Uncle in the Kaikoura Hospital that there are many people there. He is helping where he can, no pictures of the damage",0
2646,death toll rises to 120 following #italyearthquake  #sun7,injured_or_dead_people,eq_num,RT @sunriseon7: Death toll rises to 120 following #ItalyEarthquake. #sun7,1
2647,we thank team members  many whose lives have been upended  for ensuring we can take care of our patients  #harvey,other_relevant_information,noneq_nonnum,"We thank team members, many whose lives have been upended, for ensuring we can take care of our patients. #Harvey",0
2648,lets send our prayers to ecuador as 233 people have died in a recent earthquake  praying for their souls and their loved o,injured_or_dead_people,eq_num,RT @jabmarohom: Lets send our prayers to Ecuador as 233 people have died in a recent earthquake. Praying for their souls and their loved o,1
2649,greece wildfires  search continues after at least 74 killed   bbc news,injured_or_dead_people,noneq_num,RT @intlGR: Greece wildfires: Search continues after at least 74 killed - BBC News,0
2650,hurricane irmas death toll has reached 10  details at 7,injured_or_dead_people,noneq_num,Hurricane Irmas death toll has reached 10. Details at 7,0
2651,continue to #prayforitaly fb as the death toll climbs above 120 after the 6.2 earthquake  more,injured_or_dead_people,eq_num,"Continue to #PrayForItaly ὤFἿB as the death toll climbs above 120 after the 6.2 earthquake, more",1
2652,volcano eruption kills 15 after deadly 7.1 magnitude earthquake rocks mexico,injured_or_dead_people,eq_num,RT @pbvrocks: Volcano eruption kills 15 after deadly 7.1 magnitude earthquake rocks Mexico,1
2653,death toll rises for #ecuadorearthquake  deploys response staff to ground zero,injured_or_dead_people,eq_num,RT @WV_humanitarian: Death toll rises for #EcuadorEarthquake @WorldVision deploys response staff to ground zero,1
2654,read~~ gt  gt  ~ gt  gt  gt if you have any kindness in your heart please donate to #puertorico,rescue_volunteering_or_donation_effort,noneq_nonnum,RT @SaraJayXXX: READ~~&gt;&gt;  ~&gt;&gt;&gt;❤️If you have any kindness in your heart please donate to #PuertoRico ❤️,0
2655,doctor sends supplies  medicine to #puertorico to help children who need health care after hurricane #maria,rescue_volunteering_or_donation_effort,noneq_nonnum,"Doctor sends supplies, medicine to #PuertoRico to help children who need health care after Hurricane #Maria.",0
2656,and thank you to all concerned for your assistance with #eqnz,sympathy_and_support,eq_nonnum,and thank you to all concerned for your assistance with #eqnz @nznavy @USNavy @Australian_Navy @CanadianForces,0
2657,thoughts and love going to the caribbean today as hurricane matthew rips new damage into haiti  cuba and jamaica amongst others,sympathy_and_support,noneq_nonnum,"Thoughts and love going to the Caribbean today as Hurricane Matthew rips new damage into Haiti, Cuba and Jamaica amongst others.",0
2658,mexico was hit yesterday by its second earthquake this month  the 7.1 magnitude quake has killed at least 217 people  #prayformexico,injured_or_dead_people,eq_num,Mexico was hit yesterday by its second earthquake this month. The 7.1 magnitude quake has killed at least 217 people. #PrayForMexico,1
2659,ecuador earthquake  death toll rises after 7.8 magnitude quake   latest developments  president rafeal correa,injured_or_dead_people,eq_num,Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments: President Rafeal Correa,1
2660,death toll from irma in florida grows to 12,injured_or_dead_people,noneq_num,Death toll from Irma in Florida grows to 12,0
2661,one more fire victim dies in hospital  death toll increases to 95 #greece #news,injured_or_dead_people,noneq_num,"One more fire victim dies in hospital, death toll increases to 95  #Greece #news",0
2662,please notify everyone that port arthur tx asap needs food water everywhere in the city #harvey,rescue_volunteering_or_donation_effort,noneq_nonnum,@abc13houston @ABC @ABCWorldNews Please notify everyone that Port Arthur Tx asap needs food water everywhere in the city #Harvey,0
2663,gonna go get destroyed on quake 3 at a lan party today,not_humanitarian,noneq_nonnum,Gonna go get destroyed on Quake 3 at a LAN party today,0
2664,holy name parish in the near north side of htown is now a shelter too  #tour_archgh  #harvey,rescue_volunteering_or_donation_effort,noneq_nonnum,Holy Name parish in the near north side of htown is now a shelter too! #tour_archgh @archgh #harvey,0
2665,confirms 3 more romanian citizens are among the victims of #italyearthquake  so far 5 romanians are among th,injured_or_dead_people,eq_num,RT @DragosIonita: .@MAERomania confirms 3 more Romanian citizens are among the victims of #ItalyEarthquake. So far 5 Romanians are among th,1
2666,at least 28 people have died after m7.8 #ecuadorearthquake  says the countrys vice president  photos via twitter,injured_or_dead_people,eq_num,"RT @cctvnews: At least 28 people have died after M7.8 #EcuadorEarthquake, says the country’s vice president (Photos via Twitter) .",1
2667,235 dead in ecuador in the strongest earthquake in south america since 1979  dreadful news,injured_or_dead_people,eq_num,RT @RehamKhan1: 235 dead in Ecuador in the strongest earthquake in South America since 1979. Dreadful news.,1
2668,greece wildfires  a survivors account,not_humanitarian,noneq_nonnum,Greece wildfires: A survivor’s account,0
2669,i just got word from my mother that our home on the island is completely destroyed by hurricane maria  havent been able to rea,infrastructure_and_utility_damage,noneq_nonnum,"RT @DJMany: I Just Got Word From My Mother That Our Home On The Island Is Completely Destroyed By Hurricane Maria, Havent Been Able To Rea",0
2670,texas grapples with unprecedented catastrophe as hurricane death toll rises #hurricaneharvey,injured_or_dead_people,noneq_num,Texas Grapples with Unprecedented Catastrophe as Hurricane Death Toll Rises  #HurricaneHarvey,0
2671,i liked a  video dramatic rescue of semi truck driver from houston flooding water as hurricane harvey,rescue_volunteering_or_donation_effort,noneq_nonnum,I liked a @YouTube video  DRAMATIC Rescue of Semi-Truck Driver From Houston Flooding Water as Hurricane Harvey,0
2672,hearts and thoughts w ecuador and japan on 110th anniversary of san franciscos #greatquake  images via,sympathy_and_support,eq_nonnum,RT @calacademy: Hearts &amp; thoughts w/Ecuador &amp; Japan on 110th anniversary of San Franciscos #GreatQuake. Images via @calacadlibrary,0
2673,all is good here for now thanks sadly not all so lucky 2 lives lost and major disruption for many including road network #eqnz,injured_or_dead_people,eq_num,"@DeltaBravo45 All is good here for now,thanks.Sadly not all so lucky.2 lives lost and major disruption for many including road network #eqnz",1
2674,updated  2 dead after powerful earthquake  tsunami hit near christchurch  new zealand,injured_or_dead_people,eq_num,"RT @Global_NB: UPDATED: 2 dead after powerful earthquake, tsunami hit near Christchurch, New Zealand",1
2675,tragic news  another earthquake  70  deaths  may allah bless all the suffering ones with endurance  amen #ecuador,injured_or_dead_people,eq_num,"Tragic news, another earthquake. 70+ deaths. May ALLAH bless all the suffering ones with endurance. Amen #Ecuador",1
2676,our last governor of maryland  omalley  taxed our rain water  you couldnt harvest rain water in barrels to water your garden  how would you even police that,not_humanitarian,noneq_nonnum,@InezFeltscher @SebGorka Our last Governor of Maryland (OMalley) taxed our rain water. You couldnt harvest rain water in barrels to water your garden. How would you even police that?,0
2677,very important #prayforitaly 120 people are dead for eartquake and 368 people are injured f,injured_or_dead_people,eq_num,Very important #prayforItaly 120 people are dead for eartquake and 368 people are injured  ὤF,1
2678,the mozambican president said more than 1000 people are feared dead in mozambique and 100 000 lives are at risk due to cyclone idai  lets also pray for our brothers and sisters in mozambique,injured_or_dead_people,noneq_num,The Mozambican President said more than 1000 people are feared dead in Mozambique &amp; 100 000 lives are at risk due to Cyclone Idai. Lets also pray for our brothers and sisters in Mozambique.,0
2679,fundraiser started to help photojournalist wesley bocxe  seriously injured in mexico city earthquake,injured_or_dead_people,eq_num,"Fundraiser started to help photojournalist Wesley Bocxe, seriously injured in Mexico City earthquake.",1
2680,update  death toll in mexico earthquake hits over 200,injured_or_dead_people,eq_num,RT @pmnewsnigeria: Update: Death toll in Mexico earthquake hits over 200,1
2681,thousands drove to higher land and shared food and drink and shoulders for sleeping children #eqnz #peaknewzealand http,displaced_people_and_evacuations,eq_nonnum,RT @ppog_penguin: Thousands drove to higher land and shared food and drink and shoulders for sleeping children #eqnz #peaknewzealand http,0
2682,#update up to 40 people may have died in #italyearthquake   however officials have only confirmed 14 deaths so far h,injured_or_dead_people,eq_num,RT @MyVoteTodayNews: #UPDATE Up to 40 people may have died in #ItalyEarthquake - however officials have only confirmed 14 deaths so far h,1
2683,1 dead from hurricane harvey  12 14 injured in rockport  texas,injured_or_dead_people,noneq_num,"1 dead from Hurricane Harvey, 12-14 injured in Rockport, Texas",0
2684,earthquake kills 77 in ecuador  devastates coastal area #africa #southafrica,injured_or_dead_people,eq_num,"Earthquake kills 77 in Ecuador, devastates coastal area  #Africa #SouthAfrica",1
2685,250  latest death toll 360  estimated number of injured 1 000  people displaced #italyearthquake by the numbers  r,injured_or_dead_people,eq_num,"250: Latest death toll 360: Estimated number of injured 1,000: People displaced #ItalyEarthquake by the numbers  (R",1
2686,greece counts cost of deadliest wildfires in memory #greece #news,injured_or_dead_people,noneq_num,Greece counts cost of deadliest wildfires in memory  #Greece #news,0
2687,death toll from hurricane irma hits 10 as powerful storm moves past puerto rico,injured_or_dead_people,noneq_num,Death toll from Hurricane Irma hits 10 as powerful storm moves past Puerto Rico,0
2688,divert funds from mexico wall to help hurricane and mexico earthquake victims  #hurricaneharvey #hurricaneirma #mexicoearthquake,rescue_volunteering_or_donation_effort,eq_nonnum,RT @caryky: Divert funds from Mexico wall to help hurricane &amp; Mexico earthquake victims. #HurricaneHarvey #HurricaneIrma #MexicoEarthquake,0
2689,paua industry welcomes three month harvest ban to better understand damage to fishery #eqnz via,other_relevant_information,eq_nonnum,Paua industry welcomes three-month harvest ban to better understand damage to fishery #eqnz  via @ScoopNZ,0
2690,disaster relief   today handed over blankets and groceries to assist survivors of the cyclone idai disaster that ravaged the eastern parts of zimbabwe and left dozens dead  hundreds missing and thousands homeless #cycloneidai,injured_or_dead_people,noneq_num,"DISASTER RELIEF: @ZimCricketv today handed over blankets and groceries to assist survivors of the Cyclone Idai disaster that ravaged the eastern parts of Zimbabwe and left dozens dead, hundreds missing and thousands homeless #CycloneIdai",0
2691,to help the survivors of the #italyearthquake  donate here       http,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @antoniodelotero: to help the survivors of the #ItalyEarthquake, donate here: - - -http",0
2692,190 aftershocks have been recorded after the magnitude 7.8 #earthquake in ecuador yesterday,other_relevant_information,eq_nonnum,RT @UtahNewsie: 190 aftershocks have been recorded after the magnitude 7.8 #earthquake in Ecuador yesterday. @ecuavisa,0
2693,study finds wildfire emissions higher in polluted areas,other_relevant_information,noneq_nonnum,Study finds wildfire emissions higher in polluted areas,0
2694,ksc will remain closed on thurs   sept  14  mission essential personnel continue damage assessment and recovery  #hurricaneirma,other_relevant_information,noneq_nonnum,"KSC will remain closed on Thurs., Sept. 14. Mission-essential personnel continue damage assessment and recovery. #HurricaneIrma",0
2695,#hurricaneirma devastates #stmartin  far away in the big ocean  4 days later  french president #macron and dutch king #willemalexander arrive with supplies and funds  b731 #hurricanemaria devastates #puertorico 57 10 days later  #traitortrump is not a racist at all a8,other_relevant_information,noneq_nonnum,"#HurricaneIrma devastates #StMartin, far away in the big ocean. 4 days later, French President #Macron and Dutch King #WillemAlexander arrive with supplies and funds. ἞B἟7἟3἟1 #HurricaneMaria devastates #PuertoRico ἟5἟7 10 days later, #TraitorTrump is not a racist at all ἟A἟8",0
2696,the death toll from yesterdays quake in mexico is now over 200pray for the desperate search for survivors,injured_or_dead_people,eq_num,RT @Franklin_Graham: The death toll from yesterday’s quake in Mexico is now over 200—pray for the desperate search for survivors.,1
2697,120 people died    #prayforitaly,injured_or_dead_people,eq_num,120 people died.. #PrayForItaly,1
2698,a dog has been rescued from a collapsed building following the devastating #italyearthquake,rescue_volunteering_or_donation_effort,eq_nonnum,RT @itvnews: A dog has been rescued from a collapsed building following the devastating #ItalyEarthquake,0
2699,2 killed homes destroyed slips block road and rail lines after 7.5 shake  tsunami warning for many coastal areas #eqnz,injured_or_dead_people,eq_num,"2 killed,homes destroyed,slips block road &amp; rail lines after 7.5 shake, tsunami warning for many coastal areas #eqnz",1
2700,guys over 200 dead people for the earthquake #prayforitaly,injured_or_dead_people,eq_num,RT @Favlling4u: guys over 200 dead people for the earthquake #PrayForItaly,1
2701,#ecuador #earthquake  my sister and others are injured without care at #pedernales need help please t,requests_or_urgent_needs,eq_nonnum,RT @AlexanderXV: @AlexanderXV #Ecuador #Earthquake @andradivo My sister &amp; others are injured without care at #Pedernales.Need help please t,0
2702,mexico earthquake volunteers form human chain spanning four blocks to rescue victims,rescue_volunteering_or_donation_effort,eq_nonnum,RT @Independent: Mexico earthquake volunteers form human chain spanning four blocks to rescue victims,0
2703,#cycloneidai weather has cleared and floodwaters have subsided in many areas leading to chipinge and chimanimani although dark clouds still hang above,caution_and_advice,noneq_nonnum,#CycloneIDAI Weather has cleared and floodwaters have subsided in many areas leading to Chipinge and Chimanimani although dark clouds still hang above @HStvZim @tapiwazivira @johnmokwetsi @EversonMushava @wisdomdzungairi,0
2704,#harvey breaking  democrat mayor caught in major scandal  people are dead,injured_or_dead_people,noneq_num,#Harvey BREAKING: Democrat Mayor Caught In Major Scandal. People Are Dead.,0
2705,theres almost nothing we can do  nearly 80 people killed in ecuador earthquake,injured_or_dead_people,eq_num,‘There’s Almost Nothing We Can Do’: Nearly 80 People Killed In Ecuador Earthquake,1
2706,tammy the fat guy lost a cow and then ate some steak before waking up to an earthquake,not_humanitarian,noneq_nonnum,Tammy the fat guy lost a cow and then ate some steak before waking up to an earthquake,0
2707,the toll in mexico city includes at least 21 children and four teachers who died in a collapsed primary school,injured_or_dead_people,eq_num,RT @irinnews: The toll in Mexico City includes at least 21 children and four teachers who died in a collapsed primary school. /,1
